File Number,First Name:Principal Author,Last Name:Principal Author,Institution of Principal Author:Principal Author,Co Authors: Ê:Principal Author,White Paper Title,White Paper Description (350 character limit),File Link Ê
132,Richard,Stumpf,NCCOS/NOS/NOAA,,Key Challenges for Inland Water Ecosystems,"Inland sources of fresh water are critical for life on our planet. Even though 50% of the world&#039;s population lives within 3 km of inland rivers and lakes, over 1.1 billion people currently do not have access to clean water (WHO, 2006). Water crises are the greatest risk facing the world today according to the World Economic Forum (WEF, 2015).",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/183-4cc6d61a49df9c5542e8ca9ad56c0bbe_Decadal+Survey+White+paper-Key+Challenges+for+Inland+Water+Ecosystems.pdf
133,Jeffrey,Privette,NOAA's National Centers for Environmental Information,Edward J. Kearns,Observing and Data System Design to Support NOAAÕs Reference Environmental Data Records,"Based on NOAA's 6-year-old Reference Environmental Data Record (formerly Climate Data Record) Program, this paper describes Reference EDR production and use, and the resulting considerations for observing and data system design.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-722edcbef64577bb09be816d8e39cd98_NCEI-Reference-EDR-White-Paper-for-NRC-Decadal-Survey-2015_FINAL.pdf
134,Arnaud,Chulliat,University of Colorado Boulder and NOAA/NCEI,"Patrick Alken, Manoj C. Nair",Space-Based Observations for Geomagnetic Modeling,"We argue for the need to launch a new constellation of magnetic satellites that would build upon the knowledge acquired from recent European satellites, ensure the continuous support of enhanced navigation, resource exploration and directional drilling by research and operational models and further our understanding of geomagnetic sources.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-4e2983afa14a5261953d1b9c997080f0_ChulliatArnaud.pdf
135,Lazaros,Oreopoulos,NASA's Goddard Space Flight Center,"Steven E. Platnick, Athanasios Nenes",Aerosol-Cloud Interactions: Why they continue to matter,"The white paper focuses on cloud modification by aerosols, collectively known as Aerosol-Cloud Interactions (ACI). ACI generally falls into two broad categories: cloud albedo/emissivity effects and cloud lifetime/precipitation effects. According to the last IPCC report, ACI is one of the largest uncertainties in the prediction of future climates.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/44-2157ab6679742deba2da1521e1dd805a_OreopoulosLazarospdf.pdf
136,Sassan,Saatchi,"Jet Propulsion Laboratory, CALTECH","James Randerson (University of California, Irvine, CA) John Kimball (University of Montana, Missoula  MT) Dara Entekhabi (Massachusetts Institute of Technology, Cambridge, MA) Mahta Moghaddam (University of Southern California, Los Angeles, CA) David Schimel (Jet Propulsion Laboratory, California Institute of Technology  Pasadena, CA) Josh Fisher (Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA) Simon Yueh (Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA)",Ecosystem Response to Water Stress:  Vulnerability of Global Carbon Cycle to Extreme Climate,The response of ecosystems to water stress from increasing and persistent climate extremes is relatively unknown due to lack of systematic observations of water stress in  vegetation. We propose a spaceborne approach with high technological readiness  to measure the water profile in soil-vegetation  with high spatial and temporal resolution.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-35106edd0ce689b5704618dce31d4630_RFI_Ecosystem_Response_Stress.pdf
137,David,Tobin,University of Wisconsin-Madison,"Tim Hewison, Henry Revercomb, Bruce Wielicki",Infrared Radiance Intercalibration for Climate Quality Products and Benchmarking,"Many infrared satellite radiance and derived products can be greatly improved through intercalibration with observations from a potential mission/sensor aimed at providing radiance products with unprecedented accuracy, verified using on-orbit international standards.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-c21be3b678a611d91a10dcf02cd9c243_CLARREO+White+Paper+on+IR+Intercalibration-Tobin-29Oct15.docx
138,Benjamin,Smith,University of Washington Applied Physics Lab,"Kelly Brunt, Bea Csatho, Helen Fricker, Alex Gardner, Thomas Neumann",Glacier and ice sheet monitoring: Data needed for cutting edge science in the next decades,"Here we describe the need to understand changes in glaciers, ice shelves,  and ice sheets, and the data required to constrain the mechanisms driving changes in each of these systems.  We conclude that continuing altimetry, gravimetry and velocity data are needed, and that research into ice-sheet surface processes will also be of great benefit.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/246-14f6fb9184d2c26bfe80321a3fead912_SmithBenjaminE.pdf
139,Jeffrey,Luvall,NASA Marshall Space Flight Center,"John B Malone, Professor and Director, Office of International Programs College of Veterinary Medicine, Louisiana State University. vtmalon@lsu.edu, Laine Guild, Research Scientist, NASA Ames Research Center. liane.s.guild@nasa.gov, Yvonne Walz, Researcher, Institute for Environment and Human Security, United Nations University, Bonn, Germany. walz@ehs.unu.edu,  Dale Quattrochi, Senior Research Scientist - NASA, MSFC. Dale.Quattrochi@nasa.gov, Mark Booth, Senior Lecturer, School of Medicine, Pharmacy and Health Durham University, UK, Robert Bergquist, Editor-in-Chief, Geospatial Health. robert.bergquist@outlook.com, Laura Rinaldi, President, International Society of Geospatial Health,   University of Naples. lrinaldi@unina.it, Simon Hook, Senior research Scientist, JPL simon.j.hook@jpl.nasa.gov,  Christine M Lee , Research Scientist , JPL Christine.M.Lee@jpl.nasa.gov, K.R. Turpie,  Research Associate Professor University of Maryland,Êkevin.r.turpie@nasa.gov,",Human Health/Water Quality,"Currently existing satellites do not meet the spectral, spatial, and temporal requirements to define and quantify the multi-factorial relationships among vector borne disease hosts, agents, vectors and the environment. Understanding  these relationships is critical to provide effective Public Health surveillance and response systems worldwide.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/243-8f5cc5c2d185866d356325adc64028a1_luvalljeffreyc.docx
140,Jeffrey,Luvall,NASA Marshall Space Flight Center,"John B Malone, Professor and Director, Office of International Programs College of Veterinary Medicine, Louisiana State University. vtmalon@lsu.edu, Liane Guild, Research Scientist, NASA Ames Research Center. liane.s.guild@nasa.gov, Yvonne Walz, Researcher, Institute for Environment and Human Security, United Nations University, Bonn, Germany. walz@ehs.unu.edu, Dale Quattrochi, Senior Research Scientist - NASA, MSFC. Dale.Quattrochi@nasa.gov, Mark Booth, Senior Lecturer, School of Medicine, Pharmacy and Health Durham University, UK, Robert Bergquist, Editor-in-Chief, Geospatial Health. robert.bergquist@outlook.com, Laura Rinaldi, President, International Society of Geospatial Health, University of Naples. lrinaldi@unina.it, Simon Hook, Senior research Scientist, JPL simon.j.hook@jpl.nasa.gov, Christine M Lee , Research Scientist , JPL Christine.M.Lee@jpl.nasa.gov, K.R. Turpie, Research Associate Professor University of Maryland, kevin.r.turpie@nasa.gov",Human Health/Water Quality (pdf version),"Currently existing satellites do not meet the spectral, spatial, and temporal requirements to define and quantify the multi-factorial relationships among vector borne disease hosts, agents, vectors and the environment. Understanding these relationships is critical to provide effective Public Health surveillance and response systems worldwide.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/245-ae3bdf83c52b0a5e7201b737e6990b01_luvalljeffreyc.pdf
141,Daven,Henze,University of Colorado Boulder,"Shannon L. Capps, Mark Shephard, Karen Cady-Pereira, Jesse Bash, Liye (Juliet) Zhu, Ming Luo",The Pressing Need for Reactive Nitrogen Measurements for Space,"Here we make the case that a geostationary satellite mission for North America over the next decade is critical for addressing ecosystems, food security, air quality, and climate management needs for reactive nitrogen.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/245-e232062fd243807b4370a6d4636788d7_HenzeDavenK.pdf
142,Jon,Ranson,NASA Goddard,"Lola Fatoyinbo, Chris Neigh, Paul Montesano, Bruce Cook, Douglas Morton, Jeff Masek",The Need for Full 3-D Characterization of Global Ecosystems,White paper describes need to acquire detailed 3_D structure measurements to accurately quantify ecosystem structure and function. These measurements move beyond the current emphasis on estimates for vegetation biomass to high resolution horizontal and vertical 3-D swath measurements.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-cc2542f5899730f9a7be7e4d9c09d254_RansonKennethJ.pdf
143,Amber,Soja,National Institute of Aerospace / NASA Langley Research Center,"D Schimel (NASA JPL), L Giglio (UMD), T Loboda (UMD), N French (MTU), J Dibb (UNH), T Moore (WRAP/WESTAR), J McCarty (MTU), A da Silva, Jr. (NASA GSFC), S Conard (USFS retired, GMU), J Douglas (DOI), R Kahn (GFSC), R Sohlberg (UMD), A Pankratz (EnviCan), R Swap (UVA, NASA), C Ichoku (GSFC), D Hamilton (NW Nazarene U), V Ambrosia (ARC-SGE), C Rodriguez-Franco (USFS), B Stocks (CFS retired), Z Holden (USFS), M Carroll (NASA GSFC), K Weber, T Harbour (USFS), J Schnase (NASA GSFC), E Hinkley (USFS), M Miller (MTU), M Rollins (USFS), S Goodrick (USFS), A Watts (DRI), S Goetz (WHRC), B Peterson (USGS), R Ziebart (FEMA), B Barnard (AMECFW), J Coen (NCAR), J Cissel (JFSP), T Brown (DRI), C Wiedinmyer (NCAR), C Justice (UMD), J Vogelman (USGS), J Brass (ARC-SGE), J Randerson (UCI), B Quayle (USFS), B Schichtel (CO State), S Hook (NASA JPL), S Phillips (USGS), D Roy (SDSU)",Prudent Observations Necessary to Address  Wildland Fire Science and Applications Grand Challenges:  Critical Feedbacks with the Climate System,"Fire is an integral, consistent and primary link connecting terrestrial, atmospheric and hydrologic systems to each other and the climate.  With relatively minor consideration in instrument design, key fire requirements could be met to address fundamental fire Research, Applications, Operations and Management challenges to serve science and society",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-d45105ffaca08b3dd397e8c09cec93d0_SojaAmberJ.docx
144,Paul,Lundgren,"Jet Propulsion Laboratory, California Institute of Technology","Darmindra Arumugam, Kyle Anderson, and Michael Poland","Volcano science: Future directions from geodesy, radar imaging and physical models","Volcano science and hazard require advanced InSAR surface deformation, topography change volume change, and magma reservoir direct imaging from future Rayleigh-resonance radar imaging, combined with multispectral satellite and in-situ observations to constrain dynamic physics-based model to improve understanding and volcano eruption estimation.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/183-3bb9a7788e8be44befee0fd5706239e9_LundgrenPaulR1.docx
145,Paul,Lundgren,"Jet Propulsion Laboratory, California Institute of Technology","Darmindra Arumugam, Zhen Liu","Anthropogenic Ð lithospheric processes: Future directions from geodesy, radar imaging and numerical models","The emergence of anthropogenic-lithospheric interaction as an important topic in solid earth science. In particular we describe the need to understand the effects on fault loading and viscoelastic earthquake models. To constrain numerical models requires  InSAR, GPS, gravity, Rayleigh-resonance radar reservoir imaging, and in-situ well data.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/243-48a46b069eef9d542c37917264074e13_LundgrenPaulR2.docx
146,Robert,Knuteson,University of Wisconsin-Madison,"Robert Knuteson, Henry Revercomb, David Tobin, Bill Smith, Michelle Feltz, Yi Huang, Xianglei Huang, Anthony Mannucci",The Long-term Challenge of Detecting Unambiguous Trends in Stratospheric Temperature,Accurate monitoring of stratospheric temperature is an important task for the scientific disentangling of natural variability and anthropogenic change. Satellite measurements in the stratosphere lack the needed SI traceability. Timely implementation of CLARREO will provide the reference inter-calibration needed to substantiate long-term trends.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-ed1cd179c05736207d09e9a583475064_KnutesonRobert1.pdf
147,Les,Johnson,NASA George C. Marshall Space Flight Center,"Alex Coletti, Pat Mulligan, Ben Diedrich, Colin McInnis",ARTIFICIAL LAGRANGE ORBITS FOR CONTINUOUS POLAR OBSERVATIONS,"Solar sails are being developed by NASA, JAXA the European Union, and private space organizations to enable new space science and exploration missions. This new technology can be used to create Artificial Lagrange Orbits above the earthÕs Polar Regions to provide continuous full-disk monitoring from a unique vantage point.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-a3a3e0b2abad1a0e451f86cec0d5c039_JohnsonLes.pdf
148,Franklin,Schwing,NOAA Fisheries Service,"Newell Garfield, Kimberly Hyde, Richard Methot, Kenric Osgood, Cara Wilson",NRC DECADAL SURVEY WHITE PAPER Ð CHALLENGES AND OPPORTUNITIES OF SPACE-BASED AND OTHER OBSERVATIONS FOR MARINE ECOSYSTEM SCIENCE,"This White Paper highlights the key research questions and challenges facing marine ecosystem science, and outlines the observational requirements necessary to support this science over the next decade. Synoptic, long-term observations from space, integrated with in situ observations, are key to effective monitoring.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-f264c226a2952c38c07b1f1b2212755a_SchwingFranklinB.pdf
149,Will,Wieder,NCAR / CU Boulder,"Steven D. Allison, Mark A. Bradford, A. Stuart Grandy, Eve-Lyn Hinckley, Sasha C. Reed Britton Stephens",Scaling soil processes with data from above and below: Using space-based and local observations to project carbon cycle-climate feedbacks,"Committed investment is needed to link mechanistic understanding of soil processes, predictive models, and space-based data. Specific objectives should aim to: represent emerging belowground understanding in models; evaluate the resulting simulations with global-scale observations; and build confidence in greenhouse gas budgets and projections.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-958b6946628692567b09190dec313da5_WiederWilliamR.pdf
150,Owen,Cooper,"CIRES, University of Colorado",,Rising Asian ozone and implications for North American air quality,The scarcity of observations has hampered efforts to confirm model predictions of rising Asian O3 impacting the western USA. The prospect of geostationary satellite retrievals of tropospheric O3 at high temporal and spatial resolution combined with in situ observations at high vertical resolution would reveal the magnitude and trend of this impact.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/246-db2e1e1d4af9afd80305dbb38447f82b_CooperOwenR.pdf
151,Thomas,Painter,Jet Propulsion Laboratory,Anne Nolin Felix Seidel S. McKenzie Skiles,Monitoring Cryospheric Albedo in a Changing World: Filling the knowledge void on a key climate parameter,"EarthÕs vast, remote, and highly reflecting frozen regions modulate energy and water budgets across local to global scales. They are rapidly changing in mass, extent, and albedo but poorly characterized. Global spectroscopic measurements of controls on snow and ice albedo can fill key gaps in understanding our changing climate and hydroclimate.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-fdca80a924591c447f1c01112a42ce6d_DecadalSurvey_RFI_CryosphereEB_vFinal.pdf
152,Owen,Toon,"University of Colorado, Boulder","Paul Newman, Alan Robock, Anja Schmidt, Susan Solomon",Measuring the Impacts of Volcanic Eruptions on Climate and Atmospheric Chemistry,"Measured perturbations to temperature, shortwave radiation, water vapor, and precipitation follow modest stratospheric injections of volcanic material, slowing global warming in the past decade. Satellite, balloon and aircraft observations are needed to disentangle volcanic effects from human-produced forcings of climate and atmospheric chemistry.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/245-6e7f665deab4ef9e78932c3f111bfc6a_ToonOwenB.pdf
153,Robert Steven,Nerem,University of Colorado,"A. A. Arendt, B. D. Beckley, G. Blewitt, C. Boening, D. P. Chambers, J. L. Davis, G. Forget, H. A. Fricker, I. Fukumori, A. S. Gardner, B. D. Hamlington, P. Heimbach, D. Hill, E. R. Ivins, F. W. Landerer, R. R. Leben, F. G. Lemoine, E. W. Leuliette, S. B. Luthcke, M. A. Merrifield, G. T. Mitchum, S. Nowicki, S. O'Neel, R. M. Ponte, R. D. Ray, J. T. Reager, E. Rignot, N. Vinogradova, J. K. Willis",Advancing Sea Level Science,Sea level change (SLC) is a fundamental indicator of multiple changes in the Earth system occurring as a consequence of the rise in Earth's heat uptake mostly caused by increasing concentrations of greenhouse gases. Satellite observations are crucial for understanding SLC  because of the global and regional comprehensive coverage they provide.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-8edfa85be8bc93e657b2f5bcd8bb3109_NeremRobertS.pdf
154,Nancy,French,Michigan Technological University,"Micah Beck, P.R. Blackwell, Sam Batzli, Martin Swany",Delivery of high volume data for Earth System Science and  Remote Sensing Applications,"In this paper we review the need for addressing the challenge of access to data collected by earth observation systems. Due to advances in data logistics, new solutions exist for providing fast and unrestricted access to valuable data collected with publicly funded satellite systems. This topic needs close consideration in the Decadal Survey.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-e66372770cdb586ee86a073588582f55_FrenchNancyHF.docx
155,Carmen,Boening,Jet Propulsion Laboratory/California Institute of Technology,"Lee-Lueng Fu, Michael M. Watkins, Daniel Limonadi, Joshua Willis, Alex Gardner, Eric Larour, Ichiro Fukumori, Felix Landerer, Ian Fenty, Erik Ivins, Nicole-Jeanne Schlegel, Michael P. Schodlok, Helene Seroussi, Ala Khazendar, David Wiese, JT Reager, Dustin Schroeder, Surendra Adhikari",Decadal Survey Ð Sea Level Change,Observations have shown that sea level is rising on a global scale. An accelerated rise would pose a serious threat to coastal communities and infrastructures. Only a global observing system can provide the necessary insights into changing rates and contributing processes to reduce uncertainties in predictions.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/184-7a61c2991bcebb05f02021617f6a0b39_BoeningCarmen.docx
156,James,Famiglietti,NASA Jet Propulsion Laboratory,"Jasmeet Judge, Dennis P. Lettenmaier, Christa D. Peters-Lidard, Matthew Rodell, Isabella Velicogna","Terrestrial Water Cycle Science: Key Unknowns and Frontiers to Support Research, Applications and Water Management",Makes the case for better characterization of snow properties as THE missing link in understanding and monitoring of terrestrial hydrology.,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/66-3f045151f4be49595335acd059825830_FamigliettiJamesS.pdf
157,Joseph,Salisbury,University of New Hampshire,"Curtiss Davis, Chuanmin Hu, Carolyn Jordan, Zhongping Lee, Antonio Mannino, Colleen Mouw,   , Ajit Subramaniam, Maria Tzortziou",Diurnal Ocean Color Measurements are needed for Continental Ocean Margins and Lacustrine Ecosystem Science,"Our paper describes the importance of high frequency ocean color measurements from sensors in a  geostationary orbit.  Such measurements will advance our understanding of nearshore ecosystem science, and will be invaluable in terms of applications for human and environmental health.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/36-b73309f52256fb82118a263f8e934fb0_SalisburyJosephE.docx
158,Joseph,Santanello,"Joseph A. Santanello, Jr.","Joseph Santanello, Aaron Boone, Paul A. Dirmeyer, Michael Ek, Craig R. Ferguson, Pierre Gentine, Benoit P. Guillod, Zhanqing Li, Benjamin R. Lintner, David D. Turner, Chiel C. van Heerwaarden, Dong Wu,  Volker Wulfmeyer, Yunyan Zhang,",The Importance of Routine Planetary Boundary Layer Measurements over Land from Space,"Planetary Boundary Layer (PBL) observations, particularly from satellites, are essential to improving weather and climate services to society as well as filling the gaps in process-level understanding.  Even so, there is very little planning (short or long-term) in place for improving lower tropospheric thermodynamic sounding over land from space.",http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/15647/2289356/246-bee3b75743c63cd4ffcf5aa67db2eeba_DS_whitepaper_PBL_finalv2.pdf
